filename	label	bop_prototypicality	self_prototypicality
n01622779/n01622779_11306.JPEG	great_grey_owl	1.368704635766524e-17	3.501064191300445e-37
n01622779/n01622779_12094.JPEG	great_grey_owl	3.199903050389074e-18	7.885061741330495e-19
n01622779/n01622779_12117.JPEG	great_grey_owl	3.2876346592457284e-18	7.79494628252645e-25
n01622779/n01622779_12248.JPEG	great_grey_owl	4.688897541798861e-13	3.870976448767043e-14
n01622779/n01622779_1241.JPEG	great_grey_owl	3.1239545206656603e-16	3.873927980350039e-17
n01622779/n01622779_12821.JPEG	great_grey_owl	9.933600464564532e-16	5.292048454154741e-16
n01622779/n01622779_1283.JPEG	great_grey_owl	6.833935603927945e-14	7.168145193490931e-15
n01622779/n01622779_1289.JPEG	great_grey_owl	3.2168151848737193e-15	1.5516629448687436e-14
n01622779/n01622779_1305.JPEG	great_grey_owl	3.443211686945459e-18	6.461269858728987e-19
n01622779/n01622779_13059.JPEG	great_grey_owl	3.837758786813563e-15	1.794834468669594e-15
n01622779/n01622779_13282.JPEG	great_grey_owl	5.831488456179006e-13	2.186185644667513e-13
n01622779/n01622779_1365.JPEG	great_grey_owl	7.730515398461852e-11	2.5685934759071717e-11
n01622779/n01622779_1408.JPEG	great_grey_owl	1.2073867477328996e-14	1.8923124501877415e-15
n01622779/n01622779_1420.JPEG	great_grey_owl	1.3438576472224371e-12	1.0092165556304517e-12
n01622779/n01622779_1478.JPEG	great_grey_owl	2.391954872336444e-14	3.771029928573176e-15
n01622779/n01622779_15.JPEG	great_grey_owl	7.87856118002644e-13	5.623832563958267e-13
n01622779/n01622779_1518.JPEG	great_grey_owl	2.219381128397963e-21	3.1334170477281283e-22
n01622779/n01622779_15199.JPEG	great_grey_owl	3.077863969114907e-09	1.687470117784794e-09
n01622779/n01622779_15888.JPEG	great_grey_owl	1.4074864944369373e-14	7.487643593591589e-15
n01622779/n01622779_1590.JPEG	great_grey_owl	5.492469024214212e-19	1.3527788593629187e-20
n01622779/n01622779_16.JPEG	great_grey_owl	1.9457198416207632e-19	1.4218134420893884e-21
n01622779/n01622779_1604.JPEG	great_grey_owl	3.6108733505137165e-17	8.535646172944936e-18
n01622779/n01622779_16253.JPEG	great_grey_owl	1.1347948179332283e-14	4.250262980259883e-15
n01622779/n01622779_1710.JPEG	great_grey_owl	5.016915229691613e-09	1.365758714818324e-09
n01622779/n01622779_1856.JPEG	great_grey_owl	1.8715460581525398e-13	1.1282376079556146e-13
n01622779/n01622779_1889.JPEG	great_grey_owl	2.4228167389331874e-13	8.753942899549646e-14
n01622779/n01622779_1973.JPEG	great_grey_owl	1.6371765685714424e-10	3.8235954607610966e-10
n01622779/n01622779_2027.JPEG	great_grey_owl	4.110427624253718e-11	2.2522147269184574e-11
n01622779/n01622779_2054.JPEG	great_grey_owl	2.14083480992906e-17	4.781743244688189e-18
n01622779/n01622779_21587.JPEG	great_grey_owl	3.3299714087928727e-13	1.9753545070133562e-14
n01622779/n01622779_2229.JPEG	great_grey_owl	2.1274604666436654e-17	1.1605599972283794e-17
n01622779/n01622779_22462.JPEG	great_grey_owl	1.1150447880623273e-12	5.545704939052784e-14
n01622779/n01622779_22648.JPEG	great_grey_owl	6.003987096015771e-12	7.20506088510365e-13
n01622779/n01622779_2274.JPEG	great_grey_owl	5.74859181530387e-18	1.6513678304556091e-18
n01622779/n01622779_2313.JPEG	great_grey_owl	2.0046412048897927e-17	4.448673219144632e-18
n01622779/n01622779_2446.JPEG	great_grey_owl	2.167178556875379e-12	1.7064552762789847e-12
n01622779/n01622779_2478.JPEG	great_grey_owl	2.4592614617340665e-17	2.764809016147932e-17
n01622779/n01622779_252.JPEG	great_grey_owl	1.9408472367136475e-16	1.2313813430959868e-16
n01622779/n01622779_2629.JPEG	great_grey_owl	4.2182193436783795e-22	9.270081923478865e-27
n01622779/n01622779_2730.JPEG	great_grey_owl	1.8948208079117687e-13	2.808708334844143e-14
n01622779/n01622779_2751.JPEG	great_grey_owl	3.220372985256488e-12	1.8795629096207545e-12
n01622779/n01622779_2804.JPEG	great_grey_owl	3.157724978526838e-13	3.413989515681447e-13
n01622779/n01622779_2836.JPEG	great_grey_owl	1.3277302574298842e-14	1.708305208042794e-14
n01622779/n01622779_2887.JPEG	great_grey_owl	3.143975474948731e-14	2.7432094920400354e-14
n01622779/n01622779_2917.JPEG	great_grey_owl	6.988735133782382e-13	2.75433312829962e-13
n01622779/n01622779_2991.JPEG	great_grey_owl	2.385978499803155e-12	1.1408353873813283e-11
n01622779/n01622779_3314.JPEG	great_grey_owl	2.5521474318678624e-15	2.8057932987961576e-15
n01622779/n01622779_3448.JPEG	great_grey_owl	2.6497068122160123e-12	1.92767286887678e-12
n01622779/n01622779_3479.JPEG	great_grey_owl	7.971246061825958e-14	2.974303253754615e-14
n01622779/n01622779_3480.JPEG	great_grey_owl	1.1362775409665684e-12	6.746015142319195e-13
n01622779/n01622779_3591.JPEG	great_grey_owl	1.2697844688834304e-12	2.094394730021093e-12
n01622779/n01622779_3861.JPEG	great_grey_owl	1.2946285106352652e-17	7.318754319260155e-19
n01622779/n01622779_3900.JPEG	great_grey_owl	3.2158285237085046e-10	1.3047853397255495e-09
n01622779/n01622779_3979.JPEG	great_grey_owl	5.627312386633218e-14	3.965230290722874e-15
n01622779/n01622779_3992.JPEG	great_grey_owl	3.614884570620372e-12	7.126937625966131e-13
n01622779/n01622779_3995.JPEG	great_grey_owl	1.1119235236696906e-17	1.8243298864204135e-18
n01622779/n01622779_4028.JPEG	great_grey_owl	4.2183519901152775e-16	1.0007458229768002e-16
n01622779/n01622779_4035.JPEG	great_grey_owl	2.9229298099364e-17	4.123169850650062e-18
n01622779/n01622779_4291.JPEG	great_grey_owl	4.04433485357643e-12	1.2882388668657409e-12
n01622779/n01622779_4427.JPEG	great_grey_owl	1.053782218040403e-12	3.9185246778598067e-13
n01622779/n01622779_4467.JPEG	great_grey_owl	3.3276711095057903e-09	5.786351419290698e-12
n01622779/n01622779_4605.JPEG	great_grey_owl	6.423052856693262e-15	1.5913825293860538e-15
n01622779/n01622779_4675.JPEG	great_grey_owl	4.131562123721381e-16	2.614506615539933e-16
n01622779/n01622779_4903.JPEG	great_grey_owl	1.595772365544902e-13	2.928086402537555e-14
n01622779/n01622779_5037.JPEG	great_grey_owl	5.0116973714098924e-14	3.3682266160476476e-14
n01622779/n01622779_5089.JPEG	great_grey_owl	1.705656203847054e-19	3.635333477008416e-20
n01622779/n01622779_5109.JPEG	great_grey_owl	4.775219537762119e-15	6.286341495688153e-16
n01622779/n01622779_5137.JPEG	great_grey_owl	4.863513096557142e-13	4.672955443936516e-13
n01622779/n01622779_5338.JPEG	great_grey_owl	9.923840744916073e-17	1.047622761910753e-16
n01622779/n01622779_537.JPEG	great_grey_owl	4.746577680852605e-15	1.5117279010761368e-16
n01622779/n01622779_541.JPEG	great_grey_owl	1.502869853110392e-12	1.5981579044385102e-13
n01622779/n01622779_5581.JPEG	great_grey_owl	4.656871010735284e-13	2.4013881803607958e-14
n01622779/n01622779_5663.JPEG	great_grey_owl	5.3158707287813225e-17	1.0276704176643156e-17
n01622779/n01622779_5764.JPEG	great_grey_owl	1.003082502918346e-14	2.438040131632158e-16
n01622779/n01622779_6173.JPEG	great_grey_owl	3.729216395327123e-12	4.3967994517752014e-13
n01622779/n01622779_6324.JPEG	great_grey_owl	3.170540287437143e-15	2.5447609476838367e-15
n01622779/n01622779_6450.JPEG	great_grey_owl	4.107358774045042e-24	1.0292097126876035e-26
n01622779/n01622779_6521.JPEG	great_grey_owl	9.128850131025026e-17	4.4499374333248604e-17
n01622779/n01622779_6575.JPEG	great_grey_owl	1.995736636640505e-15	4.0231400531247016e-16
n01622779/n01622779_6653.JPEG	great_grey_owl	5.92877346340339e-12	1.1285032769645777e-12
n01622779/n01622779_6702.JPEG	great_grey_owl	4.252766655556965e-10	1.8586615593430806e-10
n01622779/n01622779_6706.JPEG	great_grey_owl	1.4518044700192027e-16	9.68042837880349e-18
n01622779/n01622779_6890.JPEG	great_grey_owl	1.1081566814309588e-13	1.0889244569273713e-13
n01622779/n01622779_6893.JPEG	great_grey_owl	3.125329408223081e-11	3.5992649152421116e-12
n01622779/n01622779_7146.JPEG	great_grey_owl	4.639830408696945e-11	2.840640967784507e-11
n01622779/n01622779_7174.JPEG	great_grey_owl	4.19127239595722e-13	2.3378670381064533e-14
n01622779/n01622779_7249.JPEG	great_grey_owl	7.36785295736943e-19	4.15663762143287e-20
n01622779/n01622779_7502.JPEG	great_grey_owl	1.291990399466441e-12	1.091248476202803e-12
n01622779/n01622779_7697.JPEG	great_grey_owl	4.4765042967170256e-10	7.004226801061446e-11
n01622779/n01622779_845.JPEG	great_grey_owl	8.545032115217127e-12	4.636644079275633e-12
n01622779/n01622779_932.JPEG	great_grey_owl	3.487279709524857e-17	4.3744028970174626e-18
n01622779/n01622779_950.JPEG	great_grey_owl	2.0319029936931366e-14	3.2494256025349344e-16
n01622779/n01622779_963.JPEG	great_grey_owl	2.657815443244124e-16	6.014819617223808e-17
n01622779/n01622779_9781.JPEG	great_grey_owl	3.8569500968956563e-13	1.129528224790816e-13
